id,subject_id,subject_name,teaching_method_code,teaching_method_name,teaching_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
4529,SKI0011,Kỹ năng thuyết trình,TM20,Học trực tuyến (E-learning),0.7029,0.5079,Trung bình,[SKI0011 - Kỹ năng thuyết trình] Mất kết nối khi học,Tăng quiz tương tác
4530,INF1143,Xử lý ảnh số và thị giác máy tính,TM20,Học trực tuyến (E-learning),0.6898,0.5338,Trung bình,[INF1143 - Xử lý ảnh số và thị giác máy tính] Mất kết nối khi học,Cung cấp tài liệu offline
4531,INF0203,Lập trình hướng đối tượng và ứng dụng,TM20,Học trực tuyến (E-learning),0.8315,0.6108,Thấp,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4532,PLO0052,Kinh tế chính trị Mác - Lênin,TM20,Học trực tuyến (E-learning),0.9486,0.7378,Thấp,[PLO0052 - Kinh tế chính trị Mác - Lênin] Sinh viên chưa quen học online,Tăng quiz tương tác
4533,INF0433,Nhập môn lập trình,TM20,Học trực tuyến (E-learning),0.5497,0.4312,Trung bình,[INF0433 - Nhập môn lập trình] Mất kết nối khi học,Tăng quiz tương tác
4534,INF1463,Khai phá dữ liệu,TM20,Học trực tuyến (E-learning),0.6544,0.4642,Trung bình,[INF1463 - Khai phá dữ liệu] Sinh viên chưa quen học online,Tập huấn nền tảng học
4535,PLO0043,Triết học Mác - Lênin,TM20,Học trực tuyến (E-learning),0.5665,0.854,Tốt,[PLO0043 - Triết học Mác - Lênin] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4536,INF0203,Lập trình hướng đối tượng và ứng dụng,TM20,Học trực tuyến (E-learning),0.5105,0.333,Trung bình,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Mất kết nối khi học,Cung cấp tài liệu offline
4537,BSC0092,Phương pháp luận nghiên cứu khoa học,TM20,Học trực tuyến (E-learning),0.688,0.3569,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4538,INF1143,Xử lý ảnh số và thị giác máy tính,TM20,Học trực tuyến (E-learning),0.6114,0.6959,Thấp,[INF1143 - Xử lý ảnh số và thị giác máy tính] Mất kết nối khi học,Tăng quiz tương tác
4539,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM20,Học trực tuyến (E-learning),0.3801,0.091,Cao,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Mất kết nối khi học,Tập huấn nền tảng học
4540,INF1543,Thực tập tốt nghiệp,TM20,Học trực tuyến (E-learning),1.0,0.6548,Thấp,[INF1543 - Thực tập tốt nghiệp] Mất kết nối khi học,Tăng quiz tương tác
4541,INF1003,Điện toán đám mây,TM21,Tự học có hướng dẫn (Guided Self-study),0.7878,0.4851,Trung bình,[INF1003 - Điện toán đám mây] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4542,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM21,Tự học có hướng dẫn (Guided Self-study),0.7696,0.737,Thấp,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Mất kết nối khi học,Tăng quiz tương tác
4543,SKI0011,Kỹ năng thuyết trình,TM21,Tự học có hướng dẫn (Guided Self-study),0.649,0.8265,Thấp,[SKI0011 - Kỹ năng thuyết trình] Mất kết nối khi học,Cung cấp tài liệu offline
4544,INF0103,Nhập môn Trí tuệ nhân tạo,TM21,Tự học có hướng dẫn (Guided Self-study),0.6811,0.799,Thấp,[INF0103 - Nhập môn Trí tuệ nhân tạo] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4545,SKI0011,Kỹ năng thuyết trình,TM21,Tự học có hướng dẫn (Guided Self-study),0.945,0.3478,Trung bình,[SKI0011 - Kỹ năng thuyết trình] Mất kết nối khi học,Cung cấp tài liệu offline
4546,INF0893,Mật mã và An toàn thông tin,TM21,Tự học có hướng dẫn (Guided Self-study),0.7254,0.5868,Trung bình,[INF0893 - Mật mã và An toàn thông tin] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4547,INF1473,Học sâu,TM21,Tự học có hướng dẫn (Guided Self-study),0.6262,0.7534,Thấp,[INF1473 - Học sâu] Mất kết nối khi học,Tập huấn nền tảng học
4548,SKI0011,Kỹ năng thuyết trình,TM21,Tự học có hướng dẫn (Guided Self-study),0.4263,0.9375,Tốt,[SKI0011 - Kỹ năng thuyết trình] Mất kết nối khi học,Tăng quiz tương tác
4549,INF0263,Mạng máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.5865,0.5232,Trung bình,[INF0263 - Mạng máy tính] Mất kết nối khi học,Tăng quiz tương tác
4550,INF0083,Cơ sở dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),0.5906,0.7431,Thấp,[INF0083 - Cơ sở dữ liệu] Mất kết nối khi học,Tập huấn nền tảng học
4551,SKI0061,Kỹ năng tư duy phản biện,TM21,Tự học có hướng dẫn (Guided Self-study),0.7059,0.3154,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Mất kết nối khi học,Cung cấp tài liệu offline
4552,INF0073,Cấu trúc dữ liệu và giải thuật,TM21,Tự học có hướng dẫn (Guided Self-study),0.4102,0.7301,Thấp,[INF0073 - Cấu trúc dữ liệu và giải thuật] Mất kết nối khi học,Tăng quiz tương tác
4553,INF1003,Điện toán đám mây,TM21,Tự học có hướng dẫn (Guided Self-study),0.8811,0.6845,Thấp,[INF1003 - Điện toán đám mây] Sinh viên chưa quen học online,Tăng quiz tương tác
4554,INF1453,Đồ họa máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.8422,0.3097,Trung bình,[INF1453 - Đồ họa máy tính] Mất kết nối khi học,Tập huấn nền tảng học
4555,INF0153,Hệ điều hành,TM21,Tự học có hướng dẫn (Guided Self-study),0.8667,0.3355,Trung bình,[INF0153 - Hệ điều hành] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4556,INF1532,Dự án nghề nâng cao,TM21,Tự học có hướng dẫn (Guided Self-study),0.5332,0.5314,Trung bình,[INF1532 - Dự án nghề nâng cao] Sinh viên chưa quen học online,Tăng quiz tương tác
4557,INF0912,An ninh mạng,TM21,Tự học có hướng dẫn (Guided Self-study),0.7841,0.2631,Cao,[INF0912 - An ninh mạng] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4558,INF0203,Lập trình hướng đối tượng và ứng dụng,TM21,Tự học có hướng dẫn (Guided Self-study),0.7317,0.866,Tốt,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4559,INF1532,Dự án nghề nâng cao,TM21,Tự học có hướng dẫn (Guided Self-study),0.7278,0.7663,Thấp,[INF1532 - Dự án nghề nâng cao] Mất kết nối khi học,Cung cấp tài liệu offline
4560,INF0103,Nhập môn Trí tuệ nhân tạo,TM21,Tự học có hướng dẫn (Guided Self-study),0.7848,0.6483,Thấp,[INF0103 - Nhập môn Trí tuệ nhân tạo] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4561,INF1502,Xử lý hậu kỳ,TM21,Tự học có hướng dẫn (Guided Self-study),0.7983,0.4037,Trung bình,[INF1502 - Xử lý hậu kỳ] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4562,INF1303,Phân tích dữ liệu kinh doanh,TM21,Tự học có hướng dẫn (Guided Self-study),0.3706,0.4084,Trung bình,[INF1303 - Phân tích dữ liệu kinh doanh] Sinh viên chưa quen học online,Tập huấn nền tảng học
4563,SKI0061,Kỹ năng tư duy phản biện,TM21,Tự học có hướng dẫn (Guided Self-study),0.4783,0.4851,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Mất kết nối khi học,Cung cấp tài liệu offline
4564,INF1293,Phân tích dữ liệu lớn,TM21,Tự học có hướng dẫn (Guided Self-study),0.8867,0.732,Thấp,[INF1293 - Phân tích dữ liệu lớn] Sinh viên chưa quen học online,Tăng quiz tương tác
4565,INF0073,Cấu trúc dữ liệu và giải thuật,TM21,Tự học có hướng dẫn (Guided Self-study),0.6391,0.3735,Trung bình,[INF0073 - Cấu trúc dữ liệu và giải thuật] Sinh viên chưa quen học online,Tập huấn nền tảng học
4566,INF1063,Học máy (Machine Learning),TM21,Tự học có hướng dẫn (Guided Self-study),0.8407,0.6418,Thấp,[INF1063 - Học máy (Machine Learning)] Mất kết nối khi học,Cung cấp tài liệu offline
4567,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM21,Tự học có hướng dẫn (Guided Self-study),0.6048,0.5175,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Mất kết nối khi học,Tăng quiz tương tác
4568,INF1532,Dự án nghề nâng cao,TM21,Tự học có hướng dẫn (Guided Self-study),0.719,0.5382,Trung bình,[INF1532 - Dự án nghề nâng cao] Mất kết nối khi học,Tập huấn nền tảng học
4569,INF0073,Cấu trúc dữ liệu và giải thuật,TM21,Tự học có hướng dẫn (Guided Self-study),0.6578,0.7761,Thấp,[INF0073 - Cấu trúc dữ liệu và giải thuật] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4570,PLO0052,Kinh tế chính trị Mác - Lênin,TM21,Tự học có hướng dẫn (Guided Self-study),0.5322,0.8089,Thấp,[PLO0052 - Kinh tế chính trị Mác - Lênin] Mất kết nối khi học,Cung cấp tài liệu offline
4571,INF1532,Dự án nghề nâng cao,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.4076,Trung bình,[INF1532 - Dự án nghề nâng cao] Mất kết nối khi học,Tập huấn nền tảng học
4572,INF1502,Xử lý hậu kỳ,TM21,Tự học có hướng dẫn (Guided Self-study),0.8354,0.5683,Trung bình,[INF1502 - Xử lý hậu kỳ] Sinh viên chưa quen học online,Tập huấn nền tảng học
4573,INF0653,Kiến trúc phần mềm hiện đại,TM21,Tự học có hướng dẫn (Guided Self-study),0.6715,0.7432,Thấp,[INF0653 - Kiến trúc phần mềm hiện đại] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4574,INF0263,Mạng máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.9784,0.2484,Cao,[INF0263 - Mạng máy tính] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4575,SKI0061,Kỹ năng tư duy phản biện,TM21,Tự học có hướng dẫn (Guided Self-study),0.4357,0.7643,Thấp,[SKI0061 - Kỹ năng tư duy phản biện] Mất kết nối khi học,Tăng quiz tương tác
4576,INF0073,Cấu trúc dữ liệu và giải thuật,TM21,Tự học có hướng dẫn (Guided Self-study),0.6743,0.6063,Thấp,[INF0073 - Cấu trúc dữ liệu và giải thuật] Mất kết nối khi học,Cung cấp tài liệu offline
4577,INF1443,Thiết kế UX/UI,TM21,Tự học có hướng dẫn (Guided Self-study),0.7373,0.4654,Trung bình,[INF1443 - Thiết kế UX/UI] Mất kết nối khi học,Cung cấp tài liệu offline
4578,INF1502,Xử lý hậu kỳ,TM21,Tự học có hướng dẫn (Guided Self-study),0.6734,0.7455,Thấp,[INF1502 - Xử lý hậu kỳ] Mất kết nối khi học,Tập huấn nền tảng học
4579,INF0992,Công nghệ IoT,TM21,Tự học có hướng dẫn (Guided Self-study),0.6248,0.4339,Trung bình,[INF0992 - Công nghệ IoT] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4580,INF1413,Cơ sở tạo hình,TM21,Tự học có hướng dẫn (Guided Self-study),0.6247,0.7127,Thấp,[INF1413 - Cơ sở tạo hình] Mất kết nối khi học,Cung cấp tài liệu offline
4581,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM21,Tự học có hướng dẫn (Guided Self-study),0.8228,0.5797,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4582,INF1403,Anh văn chuyên ngành CNTT,TM21,Tự học có hướng dẫn (Guided Self-study),0.7753,0.2942,Cao,[INF1403 - Anh văn chuyên ngành CNTT] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4583,INF1353,Phát triển ứng dụng Thực tế ảo,TM21,Tự học có hướng dẫn (Guided Self-study),0.9447,0.6195,Thấp,[INF1353 - Phát triển ứng dụng Thực tế ảo] Mất kết nối khi học,Tăng quiz tương tác
4584,INF1263,Kiểm thử phần mềm,TM21,Tự học có hướng dẫn (Guided Self-study),0.7753,0.9157,Tốt,[INF1263 - Kiểm thử phần mềm] Mất kết nối khi học,Tập huấn nền tảng học
4585,INF1353,Phát triển ứng dụng Thực tế ảo,TM21,Tự học có hướng dẫn (Guided Self-study),0.7268,0.3747,Trung bình,[INF1353 - Phát triển ứng dụng Thực tế ảo] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4586,INF1443,Thiết kế UX/UI,TM21,Tự học có hướng dẫn (Guided Self-study),0.521,0.6412,Thấp,[INF1443 - Thiết kế UX/UI] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4587,INF1073,Xử lý ngôn ngữ tự nhiên,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.3725,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Mất kết nối khi học,Cung cấp tài liệu offline
4588,SKI0011,Kỹ năng thuyết trình,TM21,Tự học có hướng dẫn (Guided Self-study),0.5118,0.5679,Trung bình,[SKI0011 - Kỹ năng thuyết trình] Mất kết nối khi học,Cung cấp tài liệu offline
4589,INF1073,Xử lý ngôn ngữ tự nhiên,TM21,Tự học có hướng dẫn (Guided Self-study),0.7984,0.5885,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4590,INF1403,Anh văn chuyên ngành CNTT,TM21,Tự học có hướng dẫn (Guided Self-study),0.797,0.1471,Cao,[INF1403 - Anh văn chuyên ngành CNTT] Mất kết nối khi học,Tập huấn nền tảng học
4591,INF1463,Khai phá dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),0.5664,0.47,Trung bình,[INF1463 - Khai phá dữ liệu] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4592,INF0653,Kiến trúc phần mềm hiện đại,TM21,Tự học có hướng dẫn (Guided Self-study),0.5581,0.849,Thấp,[INF0653 - Kiến trúc phần mềm hiện đại] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4593,INF0653,Kiến trúc phần mềm hiện đại,TM21,Tự học có hướng dẫn (Guided Self-study),0.8297,0.5283,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Mất kết nối khi học,Tăng quiz tương tác
4594,INF0203,Lập trình hướng đối tượng và ứng dụng,TM21,Tự học có hướng dẫn (Guided Self-study),0.8867,0.828,Thấp,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Mất kết nối khi học,Tăng quiz tương tác
4595,BSC0092,Phương pháp luận nghiên cứu khoa học,TM21,Tự học có hướng dẫn (Guided Self-study),0.7439,0.7445,Thấp,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Sinh viên chưa quen học online,Tập huấn nền tảng học
4596,INF1543,Thực tập tốt nghiệp,TM21,Tự học có hướng dẫn (Guided Self-study),0.6286,0.2584,Cao,[INF1543 - Thực tập tốt nghiệp] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4597,INF0992,Công nghệ IoT,TM21,Tự học có hướng dẫn (Guided Self-study),0.4079,0.5288,Trung bình,[INF0992 - Công nghệ IoT] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4598,INF1423,Thiết kế hình ảnh,TM21,Tự học có hướng dẫn (Guided Self-study),0.4568,0.4419,Trung bình,[INF1423 - Thiết kế hình ảnh] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4599,INF1473,Học sâu,TM21,Tự học có hướng dẫn (Guided Self-study),0.5684,0.5102,Trung bình,[INF1473 - Học sâu] Mất kết nối khi học,Tăng quiz tương tác
4600,INF1303,Phân tích dữ liệu kinh doanh,TM21,Tự học có hướng dẫn (Guided Self-study),0.7118,0.5287,Trung bình,[INF1303 - Phân tích dữ liệu kinh doanh] Mất kết nối khi học,Tăng quiz tương tác
4601,INF0263,Mạng máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.489,0.1962,Cao,[INF0263 - Mạng máy tính] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4602,INF1502,Xử lý hậu kỳ,TM21,Tự học có hướng dẫn (Guided Self-study),0.8436,0.5957,Trung bình,[INF1502 - Xử lý hậu kỳ] Mất kết nối khi học,Tăng quiz tương tác
4603,INF0823,Thiết kế web (frontend),TM21,Tự học có hướng dẫn (Guided Self-study),0.3722,0.8448,Thấp,[INF0823 - Thiết kế web (frontend)] Sinh viên chưa quen học online,Tập huấn nền tảng học
4604,INF1383,Tin học cơ sở (Introduction to Informatics),TM21,Tự học có hướng dẫn (Guided Self-study),0.7001,0.1974,Cao,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4605,INF1413,Cơ sở tạo hình,TM21,Tự học có hướng dẫn (Guided Self-study),0.9276,0.5992,Trung bình,[INF1413 - Cơ sở tạo hình] Mất kết nối khi học,Tập huấn nền tảng học
4606,INF1403,Anh văn chuyên ngành CNTT,TM21,Tự học có hướng dẫn (Guided Self-study),0.2023,0.7286,Thấp,[INF1403 - Anh văn chuyên ngành CNTT] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4607,INF0083,Cơ sở dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),0.5749,0.3893,Trung bình,[INF0083 - Cơ sở dữ liệu] Mất kết nối khi học,Tập huấn nền tảng học
4608,INF1473,Học sâu,TM21,Tự học có hướng dẫn (Guided Self-study),0.6225,0.4776,Trung bình,[INF1473 - Học sâu] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4609,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM21,Tự học có hướng dẫn (Guided Self-study),0.6496,0.4172,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4610,INF1453,Đồ họa máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.6673,0.5647,Trung bình,[INF1453 - Đồ họa máy tính] Mất kết nối khi học,Tăng quiz tương tác
4611,INF1293,Phân tích dữ liệu lớn,TM21,Tự học có hướng dẫn (Guided Self-study),0.7456,0.7031,Thấp,[INF1293 - Phân tích dữ liệu lớn] Mất kết nối khi học,Cung cấp tài liệu offline
4612,INF0992,Công nghệ IoT,TM21,Tự học có hướng dẫn (Guided Self-study),0.5474,0.6177,Thấp,[INF0992 - Công nghệ IoT] Mất kết nối khi học,Cung cấp tài liệu offline
4613,INF1063,Học máy (Machine Learning),TM21,Tự học có hướng dẫn (Guided Self-study),0.7372,0.6793,Thấp,[INF1063 - Học máy (Machine Learning)] Sinh viên chưa quen học online,Tăng quiz tương tác
4614,INF0103,Nhập môn Trí tuệ nhân tạo,TM21,Tự học có hướng dẫn (Guided Self-study),0.783,0.304,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4615,INF1463,Khai phá dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.3619,Trung bình,[INF1463 - Khai phá dữ liệu] Mất kết nối khi học,Cung cấp tài liệu offline
4616,INF0083,Cơ sở dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),0.5838,0.1901,Cao,[INF0083 - Cơ sở dữ liệu] Mất kết nối khi học,Cung cấp tài liệu offline
4617,INF1303,Phân tích dữ liệu kinh doanh,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.6375,Thấp,[INF1303 - Phân tích dữ liệu kinh doanh] Mất kết nối khi học,Tăng quiz tương tác
4618,INF0912,An ninh mạng,TM21,Tự học có hướng dẫn (Guided Self-study),0.5724,0.3823,Trung bình,[INF0912 - An ninh mạng] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4619,INF1063,Học máy (Machine Learning),TM21,Tự học có hướng dẫn (Guided Self-study),0.3168,0.6026,Thấp,[INF1063 - Học máy (Machine Learning)] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4620,INF1143,Xử lý ảnh số và thị giác máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.4366,0.729,Thấp,[INF1143 - Xử lý ảnh số và thị giác máy tính] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4621,INF1263,Kiểm thử phần mềm,TM21,Tự học có hướng dẫn (Guided Self-study),0.5402,0.928,Tốt,[INF1263 - Kiểm thử phần mềm] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4622,SKI0091,Kỹ năng khởi nghiệp,TM21,Tự học có hướng dẫn (Guided Self-study),0.6777,0.8685,Tốt,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4623,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM21,Tự học có hướng dẫn (Guided Self-study),0.8999,0.2016,Cao,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Mất kết nối khi học,Tập huấn nền tảng học
4624,INF1383,Tin học cơ sở (Introduction to Informatics),TM21,Tự học có hướng dẫn (Guided Self-study),0.7931,0.3939,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Mất kết nối khi học,Tăng quiz tương tác
4625,INF1293,Phân tích dữ liệu lớn,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.3804,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4626,INF0203,Lập trình hướng đối tượng và ứng dụng,TM21,Tự học có hướng dẫn (Guided Self-study),0.648,0.2998,Cao,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Mất kết nối khi học,Tập huấn nền tảng học
4627,INF1413,Cơ sở tạo hình,TM21,Tự học có hướng dẫn (Guided Self-study),0.9455,0.6147,Thấp,[INF1413 - Cơ sở tạo hình] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4628,INF1063,Học máy (Machine Learning),TM21,Tự học có hướng dẫn (Guided Self-study),0.7416,0.4029,Trung bình,[INF1063 - Học máy (Machine Learning)] Mất kết nối khi học,Tập huấn nền tảng học
4629,INF1383,Tin học cơ sở (Introduction to Informatics),TM21,Tự học có hướng dẫn (Guided Self-study),0.7065,0.6464,Thấp,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Sinh viên chưa quen học online,Tăng quiz tương tác
4630,INF0983,Nhập môn khoa học dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),0.8035,0.9212,Tốt,[INF0983 - Nhập môn khoa học dữ liệu] Mất kết nối khi học,Tăng quiz tương tác
4631,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM21,Tự học có hướng dẫn (Guided Self-study),0.6444,0.6674,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Mất kết nối khi học,Cung cấp tài liệu offline
4632,SKI0061,Kỹ năng tư duy phản biện,TM21,Tự học có hướng dẫn (Guided Self-study),0.8769,0.3124,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4633,INF1543,Thực tập tốt nghiệp,TM21,Tự học có hướng dẫn (Guided Self-study),0.9836,0.5515,Trung bình,[INF1543 - Thực tập tốt nghiệp] Sinh viên chưa quen học online,Cung cấp tài liệu offline
4634,PLO0052,Kinh tế chính trị Mác - Lênin,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.8323,Thấp,[PLO0052 - Kinh tế chính trị Mác - Lênin] Mất kết nối khi học,Tập huấn nền tảng học
4635,INF1522,Dự án nghề cơ bản,TM21,Tự học có hướng dẫn (Guided Self-study),0.5602,0.3705,Trung bình,[INF1522 - Dự án nghề cơ bản] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4636,INF0153,Hệ điều hành,TM21,Tự học có hướng dẫn (Guided Self-study),0.5131,0.6475,Thấp,[INF0153 - Hệ điều hành] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4637,INF1502,Xử lý hậu kỳ,TM21,Tự học có hướng dẫn (Guided Self-study),0.8487,0.4845,Trung bình,[INF1502 - Xử lý hậu kỳ] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4638,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",TM21,Tự học có hướng dẫn (Guided Self-study),0.7515,0.6041,Thấp,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Sinh viên chưa quen học online",Tập huấn nền tảng học
4639,INF0893,Mật mã và An toàn thông tin,TM21,Tự học có hướng dẫn (Guided Self-study),0.7934,0.5544,Trung bình,[INF0893 - Mật mã và An toàn thông tin] Sinh viên chưa quen học online,Tập huấn nền tảng học
4640,INF1003,Điện toán đám mây,TM21,Tự học có hướng dẫn (Guided Self-study),0.2725,0.5362,Trung bình,[INF1003 - Điện toán đám mây] Mất kết nối khi học,Tăng quiz tương tác
4641,INF1353,Phát triển ứng dụng Thực tế ảo,TM21,Tự học có hướng dẫn (Guided Self-study),0.6644,0.4687,Trung bình,[INF1353 - Phát triển ứng dụng Thực tế ảo] Thiếu tương tác trực tiếp,Cung cấp tài liệu offline
4642,INF1263,Kiểm thử phần mềm,TM21,Tự học có hướng dẫn (Guided Self-study),0.5548,0.7274,Thấp,[INF1263 - Kiểm thử phần mềm] Mất kết nối khi học,Tập huấn nền tảng học
4643,INF0153,Hệ điều hành,TM21,Tự học có hướng dẫn (Guided Self-study),0.6015,0.6376,Thấp,[INF0153 - Hệ điều hành] Mất kết nối khi học,Tăng quiz tương tác
4644,INF1473,Học sâu,TM21,Tự học có hướng dẫn (Guided Self-study),0.7091,0.5988,Trung bình,[INF1473 - Học sâu] Sinh viên chưa quen học online,Tăng quiz tương tác
4645,INF1073,Xử lý ngôn ngữ tự nhiên,TM21,Tự học có hướng dẫn (Guided Self-study),0.8762,0.4005,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Mất kết nối khi học,Cung cấp tài liệu offline
4646,INF1443,Thiết kế UX/UI,TM21,Tự học có hướng dẫn (Guided Self-study),0.6804,0.4522,Trung bình,[INF1443 - Thiết kế UX/UI] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4647,INF0433,Nhập môn lập trình,TM21,Tự học có hướng dẫn (Guided Self-study),0.8858,0.891,Tốt,[INF0433 - Nhập môn lập trình] Sinh viên chưa quen học online,Tập huấn nền tảng học
4648,INF1502,Xử lý hậu kỳ,TM21,Tự học có hướng dẫn (Guided Self-study),1.0,0.291,Cao,[INF1502 - Xử lý hậu kỳ] Thiếu tương tác trực tiếp,Tập huấn nền tảng học
4649,INF1463,Khai phá dữ liệu,TM21,Tự học có hướng dẫn (Guided Self-study),0.7819,0.9224,Tốt,[INF1463 - Khai phá dữ liệu] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4650,INF0103,Nhập môn Trí tuệ nhân tạo,TM21,Tự học có hướng dẫn (Guided Self-study),0.428,0.482,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Mất kết nối khi học,Tăng quiz tương tác
4651,INF1143,Xử lý ảnh số và thị giác máy tính,TM21,Tự học có hướng dẫn (Guided Self-study),0.7798,0.5581,Trung bình,[INF1143 - Xử lý ảnh số và thị giác máy tính] Thiếu tương tác trực tiếp,Tăng quiz tương tác
4652,INF1383,Tin học cơ sở (Introduction to Informatics),TM21,Tự học có hướng dẫn (Guided Self-study),0.5936,0.8439,Thấp,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Mất kết nối khi học,Cung cấp tài liệu offline
