id,conduct_score_pred,severity_level,reason_text,solution_text
3800,0.2768,Cao,"Trong học kỳ này, Không nộp minh chứng điểm rèn luyện đúng hạn",Hoàn thành minh chứng rèn luyện và nộp trước hạn
3801,0.7808,Thấp,"Theo ghi nhận, Tham gia tình nguyện theo nhóm nhỏ thường xuyên","Vì vậy, nhận thêm vai trò điều phối trong sự kiện"
3802,0.7964,Thấp,"Đáng chú ý, Thực hiện nhật ký rèn luyện cá nhân đều đặn. Cần tăng cường tham gia hoạt động có trọng điểm",Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
3803,0.7135,Thấp,Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện,"Từ đó, nhận thêm vai trò điều phối trong sự kiện"
3804,0.8486,Thấp,Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện. Cần tăng cường tham gia hoạt động có trọng điểm,"Vì vậy, tham gia các dự án cộng đồng dài hạn"
3805,0.0933,Cao,Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Vì vậy, lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng"
3806,0.7793,Thấp,Thực tế cho thấy Tích cực dự hội thảo học thuật và đặt câu hỏi,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
3807,0.64,Thấp,"Đáng chú ý, Giữ tác phong kỷ luật tốt trong sự kiện. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tổ chức hoạt động học thuật quy mô nhỏ
3808,0.4826,Trung bình,"Theo ghi nhận, Đăng ký tham gia nhưng rút lui vào phút cuối. Cần tăng cường tham gia hoạt động có trọng điểm",Chuẩn bị nội dung trước khi dự seminar học thuật
3809,0.2505,Cao,Không nộp minh chứng điểm rèn luyện đúng hạn,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện
3810,0.3895,Trung bình,Quan sát cho thấy Đóng góp hoạt động lớp ở mức tối thiểu. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
3811,0.2889,Cao,"Trong học kỳ này, Ít tham gia hoạt động Đoàn–Hội trong học kỳ. Cần tăng cường tham gia hoạt động có trọng điểm",Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
3812,0.5938,Trung bình,Quan sát cho thấy Đăng ký tham gia nhưng rút lui vào phút cuối. Cần tăng cường tham gia hoạt động có trọng điểm,Rèn luyện kỹ năng làm việc nhóm qua dự án
3813,0.3486,Trung bình,Chưa có minh chứng đóng góp cộng đồng nổi bật. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia nhóm học tập tình nguyện cố định
3814,0.3396,Trung bình,Quan sát cho thấy Hoạt động phong trào thiếu tính liên tục. Cần tăng cường tham gia hoạt động có trọng điểm,Xây dựng lịch rèn luyện đều đặn theo tuần
3815,0.3168,Trung bình,"Theo ghi nhận, Nộp minh chứng rèn luyện sát hạn chót",Rèn luyện kỹ năng làm việc nhóm qua dự án và báo cáo minh chứng trên LMS
3816,0.7663,Thấp,Duy trì tinh thần hợp tác và trách nhiệm. Cần tăng cường tham gia hoạt động có trọng điểm,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
3817,0.5303,Trung bình,"Đáng chú ý, Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài. Cần tăng cường tham gia hoạt động có trọng điểm",Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
3818,0.4443,Trung bình,Ít đề xuất sáng kiến cho chi đoàn. Cần tăng cường tham gia hoạt động có trọng điểm,Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
3819,0.6869,Thấp,Đề xuất ý tưởng hoạt động cho chi đoàn,Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
3820,0.6637,Thấp,Tham gia ổn định các hoạt động Đoàn–Hội,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
3821,0.7029,Thấp,Quan sát cho thấy Chủ động hỗ trợ công tác tổ chức sự kiện. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
3822,0.2835,Cao,"Trong học kỳ này, Vi phạm quy định ứng xử tại sự kiện của trường",Hệ quả là tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
3823,0.4037,Trung bình,"Theo ghi nhận, Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài",Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
3824,0.2716,Cao,Thực tế cho thấy Vi phạm quy định ứng xử tại sự kiện của trường,Tham dự tối thiểu 2 seminar học thuật mỗi tháng
3825,0.1673,Cao,"Theo ghi nhận, Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia đội hình tình nguyện tại địa phương
3826,0.4325,Trung bình,"Trong học kỳ này, Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài",Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
3827,0.0376,Cao,"Trong học kỳ này, Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức",Hệ quả là đăng ký trực nhật/lực lượng hậu cần trong sự kiện
3828,0.7027,Thấp,"Trong học kỳ này, Tham gia tình nguyện theo nhóm nhỏ thường xuyên. Ảnh hưởng trực tiếp tới điểm rèn luyện",Ghi nhận thành tích và nộp minh chứng đúng hạn
3829,0.2444,Cao,Vi phạm quy định ứng xử tại sự kiện của trường,Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
3830,0.756,Thấp,Quan sát cho thấy Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện,Chia sẻ kinh nghiệm rèn luyện cho lớp
3831,0.3022,Trung bình,Kỹ năng làm việc nhóm còn hạn chế,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động và báo cáo minh chứng trên LMS
3832,0.7243,Thấp,"Trong học kỳ này, Thực hiện nhật ký rèn luyện cá nhân đều đặn",Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
3833,0.0164,Cao,Không tham gia hội thảo học thuật hoặc seminar chuyên đề. Cần tăng cường tham gia hoạt động có trọng điểm,Hệ quả là thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần và báo cáo minh chứng trên LMS
3834,0.419,Trung bình,Tham gia thi học thuật nhưng dừng ở vòng loại,Chuẩn bị nội dung trước khi dự seminar học thuật
3835,0.4273,Trung bình,Kỹ năng làm việc nhóm còn hạn chế,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
3836,0.5891,Trung bình,Tham gia thi học thuật nhưng dừng ở vòng loại. Cần tăng cường tham gia hoạt động có trọng điểm,"Vì vậy, tăng tần suất tham gia hoạt động lớp và chi đoàn"
3837,0.6361,Thấp,"Theo ghi nhận, Tham gia cuộc thi học thuật và đạt thành tích khá",Duy trì tần suất tham gia và lan tỏa tới bạn bè
3838,0.766,Thấp,Thực tế cho thấy Hỗ trợ truyền thông cho chương trình của khoa,Tham gia các dự án cộng đồng dài hạn
3839,0.5655,Trung bình,Quan sát cho thấy Ít đề xuất sáng kiến cho chi đoàn,Tăng tần suất tham gia hoạt động lớp và chi đoàn
3840,0.2623,Cao,Không tham gia các cuộc thi học thuật cấp khoa,"Vì vậy, đăng ký ít nhất 1 chương trình tình nguyện dài ngày"
3841,0.1318,Cao,Thực tế cho thấy Thiếu tinh thần hợp tác trong dự án cộng đồng. Cần tăng cường tham gia hoạt động có trọng điểm,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần và báo cáo minh chứng trên LMS
3842,0.0458,Cao,Không tham gia các cuộc thi học thuật cấp khoa. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
3843,0.5575,Trung bình,Đôi khi quên cập nhật nhật ký rèn luyện,"Vì vậy, đề xuất sáng kiến nhỏ cho chi đoàn"
3844,0.5843,Trung bình,Nộp minh chứng rèn luyện sát hạn chót,Tăng tần suất tham gia hoạt động lớp và chi đoàn
3845,0.4343,Trung bình,"Đáng chú ý, Đôi khi quên cập nhật nhật ký rèn luyện",Hệ quả là rèn luyện kỹ năng làm việc nhóm qua dự án và báo cáo minh chứng trên LMS
3846,0.8242,Thấp,"Đáng chú ý, Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đảm nhận mentor cho nhóm sinh viên mới
3847,0.0125,Cao,"Đáng chú ý, Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức",Tham gia đội hình tình nguyện tại địa phương
3848,0.2715,Cao,Quan sát cho thấy Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,"Do đó, đăng ký trực nhật/lực lượng hậu cần trong sự kiện"
3849,0.7918,Thấp,Quan sát cho thấy Tham gia ổn định các hoạt động Đoàn–Hội. Cần tăng cường tham gia hoạt động có trọng điểm,Ghi nhận thành tích và nộp minh chứng đúng hạn
3850,0.2336,Cao,"Đáng chú ý, Không phản hồi khảo sát rèn luyện bắt buộc",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp
3851,0.6827,Thấp,"Thực tế cho thấy Hoàn thành minh chứng rèn luyện đầy đủ, đúng hạn","Vì vậy, đề xuất nội dung tập huấn kỹ năng cho chi đoàn"
3852,0.0143,Cao,"Đáng chú ý, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh. Ảnh hưởng trực tiếp tới điểm rèn luyện",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp
3853,0.7015,Thấp,Duy trì tinh thần hợp tác và trách nhiệm. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
3854,0.152,Cao,Không nộp minh chứng điểm rèn luyện đúng hạn,Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
3855,0.5381,Trung bình,"Đáng chú ý, Tham gia seminar nhưng không phản hồi nội dung","Do đó, chủ động nhận nhiệm vụ trong sự kiện của khoa"
3856,0.4341,Trung bình,"Đáng chú ý, Nộp minh chứng rèn luyện sát hạn chót",Tham gia nhóm học tập tình nguyện cố định
3857,0.6665,Thấp,"Trong học kỳ này, Tham gia ổn định các hoạt động Đoàn–Hội. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
3858,0.4897,Trung bình,Thiếu kế hoạch rèn luyện theo tuần. Cần tăng cường tham gia hoạt động có trọng điểm,"Từ đó, đề xuất sáng kiến nhỏ cho chi đoàn"
3859,0.2348,Cao,"Theo ghi nhận, Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ",Tham gia câu lạc bộ học thuật theo sở thích cá nhân
3860,0.115,Cao,Không nộp minh chứng điểm rèn luyện đúng hạn,Tham gia câu lạc bộ học thuật theo sở thích cá nhân
3861,0.5992,Trung bình,Tinh thần kỷ luật tương đối nhưng chưa gương mẫu. Ảnh hưởng trực tiếp tới điểm rèn luyện,Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
3862,0.7898,Thấp,"Theo ghi nhận, Giữ tác phong kỷ luật tốt trong sự kiện. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
3863,0.0484,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
3864,0.6787,Thấp,"Hoàn thành minh chứng rèn luyện đầy đủ, đúng hạn",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
3865,0.6324,Thấp,"Theo ghi nhận, Tham gia tình nguyện theo nhóm nhỏ thường xuyên",Duy trì tần suất tham gia và lan tỏa tới bạn bè
3866,0.4963,Trung bình,Nộp minh chứng rèn luyện sát hạn chót,Mở rộng tham gia cuộc thi học thuật cấp khoa
3867,0.2611,Cao,Không tham gia các cuộc thi học thuật cấp khoa. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS
3868,0.6419,Thấp,Quan sát cho thấy Tương tác tích cực trong các buổi sinh hoạt kỹ năng,Mở rộng hợp tác với CLB khác trong khoa
3869,0.1888,Cao,Không nộp minh chứng điểm rèn luyện đúng hạn,Tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
3870,0.5402,Trung bình,Thực tế cho thấy Thỉnh thoảng vắng họp lớp không lý do. Cần tăng cường tham gia hoạt động có trọng điểm,Hệ quả là chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
3871,0.2038,Cao,"Trong học kỳ này, Vi phạm quy định ứng xử tại sự kiện của trường. Ảnh hưởng trực tiếp tới điểm rèn luyện",Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
3872,0.6769,Thấp,"Đáng chú ý, Đóng góp hoạt động cộng đồng tại địa phương. Ảnh hưởng trực tiếp tới điểm rèn luyện",Mở rộng hợp tác với CLB khác trong khoa
3873,0.2549,Cao,"Trong học kỳ này, Thiếu tinh thần hợp tác trong dự án cộng đồng. Ảnh hưởng trực tiếp tới điểm rèn luyện",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS
3874,0.6937,Thấp,"Theo ghi nhận, Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện. Ảnh hưởng trực tiếp tới điểm rèn luyện","Do đó, đề xuất nội dung tập huấn kỹ năng cho chi đoàn"
3875,0.1734,Cao,Bị nhắc nhở kỷ luật do đi học trễ nhiều lần. Cần tăng cường tham gia hoạt động có trọng điểm,"Vì vậy, tham gia đội hình tình nguyện tại địa phương và báo cáo minh chứng trên LMS"
3876,0.8014,Thấp,"Theo ghi nhận, Chủ động hỗ trợ công tác tổ chức sự kiện","Từ đó, đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS"
3877,0.238,Cao,"Trong học kỳ này, Chậm trễ trong việc xác nhận minh chứng tham gia. Cần tăng cường tham gia hoạt động có trọng điểm",Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
3878,0.3274,Trung bình,Thiếu kế hoạch rèn luyện theo tuần. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động và báo cáo minh chứng trên LMS
3879,0.2011,Cao,"Đáng chú ý, Không đăng ký nhiệm vụ cộng đồng theo kế hoạch","Từ đó, đăng ký ít nhất 1 chương trình tình nguyện dài ngày"
3880,0.3486,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu,Đặt mục tiêu điểm rèn luyện từng giai đoạn
3881,0.8493,Thấp,"Đáng chú ý, Giữ tác phong kỷ luật tốt trong sự kiện",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
3882,0.3128,Trung bình,"Theo ghi nhận, Đôi khi quên cập nhật nhật ký rèn luyện",Tăng tần suất tham gia hoạt động lớp và chi đoàn
3883,0.3933,Trung bình,Thỉnh thoảng vắng họp lớp không lý do,Đặt mục tiêu điểm rèn luyện từng giai đoạn
3884,0.2419,Cao,"Trong học kỳ này, Vi phạm nội quy trong sự kiện của khoa",Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
3885,0.4416,Trung bình,"Đáng chú ý, Chưa có minh chứng đóng góp cộng đồng nổi bật",Đề xuất sáng kiến nhỏ cho chi đoàn
3886,0.8442,Thấp,Thực tế cho thấy Hỗ trợ truyền thông cho chương trình của khoa. Cần tăng cường tham gia hoạt động có trọng điểm,Duy trì tần suất tham gia và lan tỏa tới bạn bè và báo cáo minh chứng trên LMS
3887,0.6835,Thấp,Thực hiện nhật ký rèn luyện cá nhân đều đặn,Tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS
3888,0.4174,Trung bình,Quan sát cho thấy Chưa chủ động nhận nhiệm vụ tập thể,Hệ quả là đặt mục tiêu điểm rèn luyện từng giai đoạn
3889,0.3096,Trung bình,Quan sát cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Đặt mục tiêu điểm rèn luyện từng giai đoạn và báo cáo minh chứng trên LMS
3890,0.5501,Trung bình,"Theo ghi nhận, Chưa có minh chứng đóng góp cộng đồng nổi bật",Mở rộng tham gia cuộc thi học thuật cấp khoa
3891,0.4696,Trung bình,Ít đề xuất sáng kiến cho chi đoàn. Cần tăng cường tham gia hoạt động có trọng điểm,Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
3892,0.106,Cao,Thực tế cho thấy Chậm trễ trong việc xác nhận minh chứng tham gia,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
3893,0.6103,Thấp,"Đáng chú ý, Duy trì tinh thần hợp tác và trách nhiệm. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia các dự án cộng đồng dài hạn
3894,0.0167,Cao,Thực tế cho thấy Không phản hồi khảo sát rèn luyện bắt buộc. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thành minh chứng rèn luyện và nộp trước hạn
3895,0.5232,Trung bình,"Trong học kỳ này, Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều",Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
3896,0.7587,Thấp,Tham gia ổn định các hoạt động Đoàn–Hội,Nhận thêm vai trò điều phối trong sự kiện
3897,0.2589,Cao,Thiếu tinh thần hợp tác trong dự án cộng đồng,Tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
3898,0.0118,Cao,"Đáng chú ý, Không nộp minh chứng điểm rèn luyện đúng hạn",Tham gia đội hình tình nguyện tại địa phương
3899,0.2477,Cao,"Theo ghi nhận, Không hoàn thành nghĩa vụ trực nhật/lao động công ích. Ảnh hưởng trực tiếp tới điểm rèn luyện",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS
3900,0.6079,Thấp,Quan sát cho thấy Tham gia tập huấn kỹ năng mềm theo lộ trình. Cần tăng cường tham gia hoạt động có trọng điểm,Hỗ trợ truyền thông và hậu cần cho chương trình
3901,0.185,Cao,Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thành minh chứng rèn luyện và nộp trước hạn và báo cáo minh chứng trên LMS
3902,0.8054,Thấp,"Trong học kỳ này, Duy trì tinh thần hợp tác và trách nhiệm",Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
3903,0.2259,Cao,"Đáng chú ý, Không nộp minh chứng điểm rèn luyện đúng hạn. Cần tăng cường tham gia hoạt động có trọng điểm",Đăng ký trực nhật/lực lượng hậu cần trong sự kiện
3904,0.2095,Cao,Không nộp minh chứng điểm rèn luyện đúng hạn,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức và báo cáo minh chứng trên LMS
3905,0.637,Thấp,"Đáng chú ý, Kết nối bạn bè tham gia thêm hoạt động học thuật",Chia sẻ kinh nghiệm rèn luyện cho lớp
3906,0.6888,Thấp,"Đáng chú ý, Giữ tác phong kỷ luật tốt trong sự kiện",Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
3907,0.0276,Cao,Quan sát cho thấy Bị nhắc nhở kỷ luật do đi học trễ nhiều lần. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
3908,0.7298,Thấp,Thực tế cho thấy Tích cực dự hội thảo học thuật và đặt câu hỏi,Tổ chức hoạt động học thuật quy mô nhỏ
3909,0.0812,Cao,Chậm trễ trong việc xác nhận minh chứng tham gia. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Vì vậy, thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần"
3910,0.4968,Trung bình,Quan sát cho thấy Thiếu kế hoạch rèn luyện theo tuần. Cần tăng cường tham gia hoạt động có trọng điểm,Tăng tần suất tham gia hoạt động lớp và chi đoàn
3911,0.7873,Thấp,"Trong học kỳ này, Tham gia cuộc thi học thuật và đạt thành tích khá",Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
3912,0.5761,Trung bình,"Trong học kỳ này, Chưa có minh chứng đóng góp cộng đồng nổi bật",Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
3913,0.811,Thấp,Tham gia tập huấn kỹ năng mềm theo lộ trình,Hỗ trợ truyền thông và hậu cần cho chương trình
3914,0.013,Cao,Quan sát cho thấy Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
3915,0.8154,Thấp,Đóng góp hoạt động cộng đồng tại địa phương,Nhận thêm vai trò điều phối trong sự kiện và báo cáo minh chứng trên LMS
3916,0.1879,Cao,Thiếu tinh thần hợp tác trong dự án cộng đồng. Cần tăng cường tham gia hoạt động có trọng điểm,"Do đó, đăng ký trực nhật/lực lượng hậu cần trong sự kiện"
3917,0.814,Thấp,Tương tác tích cực trong các buổi sinh hoạt kỹ năng,Đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS
3918,0.2726,Cao,"Đáng chú ý, Ít tham gia hoạt động Đoàn–Hội trong học kỳ",Tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
3919,0.3924,Trung bình,"Đáng chú ý, Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài",Chủ động nhận nhiệm vụ trong sự kiện của khoa
3920,0.8304,Thấp,Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện. Cần tăng cường tham gia hoạt động có trọng điểm,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
3921,0.1418,Cao,Không tham gia hội thảo học thuật hoặc seminar chuyên đề,"Do đó, tham gia câu lạc bộ học thuật theo sở thích cá nhân"
3922,0.813,Thấp,Chia sẻ kinh nghiệm tham gia phong trào với lớp,Đảm nhận mentor cho nhóm sinh viên mới
3923,0.3782,Trung bình,Thực tế cho thấy Kỹ năng làm việc nhóm còn hạn chế. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia nhóm học tập tình nguyện cố định
3924,0.4286,Trung bình,Tham gia seminar nhưng không phản hồi nội dung. Cần tăng cường tham gia hoạt động có trọng điểm,Đặt mục tiêu điểm rèn luyện từng giai đoạn và báo cáo minh chứng trên LMS
3925,0.3827,Trung bình,Thực tế cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Đề xuất sáng kiến nhỏ cho chi đoàn
3926,0.0514,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức. Cần tăng cường tham gia hoạt động có trọng điểm,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
3927,0.8215,Thấp,Quan sát cho thấy Tương tác tích cực trong các buổi sinh hoạt kỹ năng,"Do đó, đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS"
3928,0.5098,Trung bình,Tham gia seminar nhưng không phản hồi nội dung. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Từ đó, xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS"
3929,0.2259,Cao,"Trong học kỳ này, Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ","Do đó, thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần"
3930,0.0557,Cao,Không tham gia các cuộc thi học thuật cấp khoa,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
3931,0.6352,Thấp,Thực tế cho thấy Tham gia tình nguyện theo nhóm nhỏ thường xuyên,Đảm nhận mentor cho nhóm sinh viên mới
3932,0.6315,Thấp,Duy trì tinh thần hợp tác và trách nhiệm. Cần tăng cường tham gia hoạt động có trọng điểm,"Vì vậy, đảm nhận mentor cho nhóm sinh viên mới"
3933,0.2023,Cao,Không đăng ký nhiệm vụ cộng đồng theo kế hoạch. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thành minh chứng rèn luyện và nộp trước hạn và báo cáo minh chứng trên LMS
3934,0.5153,Trung bình,Chưa chủ động nhận nhiệm vụ tập thể. Ảnh hưởng trực tiếp tới điểm rèn luyện,Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
3935,0.8019,Thấp,"Đáng chú ý, Thực hiện nhật ký rèn luyện cá nhân đều đặn. Ảnh hưởng trực tiếp tới điểm rèn luyện",Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
3936,0.0295,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
3937,0.7485,Thấp,Kết nối bạn bè tham gia thêm hoạt động học thuật,"Do đó, tham gia các dự án cộng đồng dài hạn"
3938,0.5962,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu,Rèn luyện kỹ năng làm việc nhóm qua dự án và báo cáo minh chứng trên LMS
3939,0.0284,Cao,"Theo ghi nhận, Vi phạm quy định ứng xử tại sự kiện của trường",Tham gia đội hình tình nguyện tại địa phương
3940,0.7701,Thấp,Quan sát cho thấy Duy trì sinh hoạt câu lạc bộ học thuật. Cần tăng cường tham gia hoạt động có trọng điểm,Đảm nhận mentor cho nhóm sinh viên mới
3941,0.1972,Cao,Không đăng ký nhiệm vụ cộng đồng theo kế hoạch. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
3942,0.0001,Cao,Vi phạm quy định ứng xử tại sự kiện của trường. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia câu lạc bộ học thuật theo sở thích cá nhân
3943,0.0732,Cao,Không tham gia hội thảo học thuật hoặc seminar chuyên đề,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện
3944,0.3873,Trung bình,"Đáng chú ý, Chưa chủ động nhận nhiệm vụ tập thể",Hệ quả là xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
3945,0.0671,Cao,Quan sát cho thấy Ít tham gia hoạt động Đoàn–Hội trong học kỳ. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
3946,0.0721,Cao,Không tham gia các cuộc thi học thuật cấp khoa. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Từ đó, đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS"
3947,0.2456,Cao,Quan sát cho thấy Thiếu tinh thần hợp tác trong dự án cộng đồng,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
3948,0.2792,Cao,"Trong học kỳ này, Không đóng góp vào hoạt động tập thể của lớp",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp
